Status,Date,Description,Debit,Credit
Cleared,03/16/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",24.90,
Cleared,03/16/2024,"MERPAGO*PANCHA CIUDAD DE MEX MEX",19.94,
Cleared,03/15/2024,"GRETCHEN'S PLACE SEATTLE WA null XXXXXXXXXXXX2125",15.94,
Cleared,03/15/2024,"SEA SMITH COVE 6951113 SEATAC WA null XXXXXXXXXXXX2125",28.81,
Cleared,03/15/2024,"REST RICARDO LAREDO CHAPALA JAL MEX",58.09,
Cleared,03/14/2024,"GOOGLE *Google Storage 855-836-3987 CA",110.24,
Cleared,03/13/2024,"ARCO#07112ARCO #071QPS BELLEVUE WA",52.18,
Cleared,03/12/2024,"TST* MAGNUSON CAFE & B Seattle WA null XXXXXXXXXXXX2125",18.21,
Cleared,03/11/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,03/11/2024,"Patreon* Membership Internet CA null XXXXXXXXXXXX9835",5.51,
Cleared,03/11/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",110.67,
Cleared,03/10/2024,"LITTLE RED HEN SEATTLE WA",15.10,
Cleared,03/08/2024,"SQ *SEATTLE GRAND CENT Seattle WA null XXXXXXXXXXXX2125",9.51,
Cleared,03/08/2024,"LITTLE RED HEN SEATTLE WA",14.00,
Cleared,03/07/2024,"THE GRATEFUL BREAD SEATTLE WA null XXXXXXXXXXXX2125",9.50,
Cleared,03/06/2024,"WEST COAST DRUM SHOP BELLEVUE WA null XXXXXXXXXXXX2125",31.36,
Cleared,03/04/2024,"TRADER JOE S #147 SEATTLE WA null XXXXXXXXXXXX2125",34.29,
Cleared,03/02/2024,"SAFEWAY #0423 SEATTLE WA null XXXXXXXXXXXX2125",138.49,
Cleared,03/02/2024,"ARCO#07112ARCO #071QPS BELLEVUE WA",60.46,
Cleared,02/28/2024,"SHINGLETOWN PUB SEATTLE WA",17.96,
Cleared,02/28/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA null XXXXXXXXXXXX2125",3.80,
Cleared,02/27/2024,"QFC #5891 SEATTLE WA null XXXXXXXXXXXX2125",46.37,
Cleared,02/27/2024,"SWANSONS SHOE REPAIR SEATTLE WA null XXXXXXXXXXXX2125",94.82,
Cleared,02/26/2024,"PARAMOUNT+ WEST HOLLYWOO CA",13.22,
Cleared,02/25/2024,"AUTOPAY 999990000092096RAUTOPAY AUTO-PMT",,-6171.74
Cleared,02/25/2024,"TST* ZEEK'S PIZZA - RA SEATTLE WA",67.25,
Cleared,02/24/2024,"FEVO* SEATTLE UNIVER NEW YORK CITY NY",56.52,
Cleared,02/23/2024,"TST* KIDD VALLEY - 804 Seattle WA null XXXXXXXXXXXX2125",45.61,
Cleared,02/23/2024,"CAMPBELLS LODGE CHELAN WA",461.20,
Cleared,02/22/2024,"WOODLAND PARK ZOO SEATTLE WA",75.00,
Cleared,02/22/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",138.75,
Cleared,02/22/2024,"WOODLAND PARK ZOO 8005143849 NC",119.48,
Cleared,02/22/2024,"WOODLAND PARK ZOO 8005143849 NC",232.78,
Cleared,02/22/2024,"WOODLAND PARK ZOO 8005143849 NC",243.08,
Cleared,02/22/2024,"WOODLAND PARK ZOO 8005143849 NC",263.68,
Cleared,02/21/2024,"ST SUBSCRIPTIONS 8886247323 WA",15.96,
Cleared,02/21/2024,"THE HOME DEPOT 4711 BELLEVUE WA",404.02,
Cleared,02/20/2024,"TST* LUPO Seattle WA",96.48,
Cleared,02/20/2024,"76 - DBA FREMONT FOOD SEATTLE WA",59.70,
Cleared,02/19/2024,"APPLE.COM/BILL CUPERTINO CA",11.01,
Cleared,02/18/2024,"TRADER JOE S #162 BELLEVUE WA",61.04,
Cleared,02/18/2024,"LITTLE RED HEN SEATTLE WA",9.59,
Cleared,02/17/2024,"COCA COLA BELLEVUE WA BELLEVUE WA null XXXXXXXXXXXX2125",2.10,
Cleared,02/16/2024,"APPLE.COM/BILL 866-712-7753 CA null XXXXXXXXXXXX9835",14.32,
Cleared,02/16/2024,"SP THEFRYECOMPANY FENTON MO null XXXXXXXXXXXX2125",402.87,
Cleared,02/16/2024,"SOLARIUM BELLEVUE WA null XXXXXXXXXXXX2125",4.40,
Cleared,02/16/2024,"TST* BLAZING BAGELS - Seattle WA null XXXXXXXXXXXX2125",17.00,
Cleared,02/14/2024,"WEST COAST DRUM SHOP BELLEVUE WA null XXXXXXXXXXXX2125",15.68,
Cleared,02/11/2024,"APPLE.COM/BILL 866-712-7753 CA",9.99,
Cleared,02/11/2024,"APPLE STORE #R072 SEATTLE WA null XXXXXXXXXXXX2125",43.00,
Cleared,02/11/2024,"BLVD *RUDY'S LAURELH SEATTLE WA",64.27,
Cleared,02/10/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",23.39,
Cleared,02/10/2024,"LES SCHWAB TIRES #0302 KENMORE WA",367.41,
Cleared,02/10/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",15.61,
Cleared,02/10/2024,"TST* KIDD VALLEY-802-K Kenmore WA null XXXXXXXXXXXX2125",10.44,
Cleared,02/10/2024,"SAFEWAY #3500 KENMORE WA null XXXXXXXXXXXX2125",187.05,
Cleared,02/10/2024,"SAFEWAY FUEL3500 KENMORE WA",30.02,
Cleared,02/09/2024,"TCKTWEB*BLITZENTRAPPER 800-965-4827 CA",128.23,
Cleared,02/09/2024,"TST* GREAT STATE BURGE Seattle WA null XXXXXXXXXXXX2125",19.57,
Cleared,02/08/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",12.98,
Cleared,02/08/2024,"MCMENAMINS CONCERTS 8005143849 NC",281.12,
Cleared,02/07/2024,"STUBHUB, INC. 8667882482 CA null XXXXXXXXXXXX7719",465.95,
Cleared,02/07/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",8.50,
Cleared,02/05/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX2125",45.71,
Cleared,02/05/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX2125",68.42,
Cleared,02/04/2024,"SEATTLE UNIV-ATHLETICS 206-296-6400 WA",12.00,
Cleared,02/03/2024,"SU CONCESSIONS CAFEQPS SEATTLE WA null XXXXXXXXXXXX2125",5.74,
Cleared,02/03/2024,"SHELL OIL10006227010 SEATTLE WA",65.34,
Cleared,02/02/2024,"ALPHA MARTIAL ARTS RAV 206-528-3737 WA",736.00,
Cleared,02/02/2024,"ALPHA MARTIAL ARTS RAV 206-528-3737 WA",2386.00,
Cleared,02/01/2024,"UBER TRIP 8005928996 CA null XXXXXXXXXXXX9078",28.93,
Cleared,02/01/2024,"BTT* STRANGER TICKETS SEATTLE WA",46.63,
Cleared,02/01/2024,"MCMENAMINS CONCERTS 8005143849 NC",147.64,
Cleared,02/01/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA null XXXXXXXXXXXX2125",0.29,
Cleared,01/31/2024,"STUBHUB, INC. 8667882482 CA null XXXXXXXXXXXX7719",448.29,
Cleared,01/31/2024,"SQ *TACOS Austin TX null XXXXXXXXXXXX2125",14.50,
Cleared,01/31/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",102.31,
Cleared,01/30/2024,"SQ *SAM'S TOWN POINT Austin TX",10.00,
Cleared,01/30/2024,"H-E-B #755 AUSTIN TX",6.45,
Cleared,01/30/2024,"TERRY BLACK S BBQ AUSTIN TX null XXXXXXXXXXXX2125",49.44,
Cleared,01/30/2024,"TERRY BLACKS BARBECUE AUSTIN TX null XXXXXXXXXXXX2125",61.00,
Cleared,01/30/2024,"PAPER WORK AUSTIN TX null XXXXXXXXXXXX2125",53.04,
Cleared,01/30/2024,"SIGNATURE LAMAR AUSTIN TX",9.28,
Cleared,01/30/2024,"COA PARKING METERS AUSTIN TX",10.09,
Cleared,01/30/2024,"ALASKA A0272359711675 SEATTLE WA",30.00,
Cleared,01/29/2024,"LS PRIMA DORA GEORGET GEORGETOWN TX null XXXXXXXXXXXX2125",17.31,
Cleared,01/29/2024,"SQ *SAM'S TOWN POINT Austin TX null XXXXXXXXXXXX2125",10.00,
Cleared,01/29/2024,"TST* CURRAS GRILL - SO Austin TX",35.58,
Cleared,01/28/2024,"SQ *SAM'S TOWN POINT Austin TX",10.00,
Cleared,01/28/2024,"SQ *GIRL SCOUTS TROOP Austin TX",12.00,
Cleared,01/28/2024,"JOS AUSTIN TX",5.68,
Cleared,01/28/2024,"HOT BOX PIZZA & ROLLS AUSTIN TX",6.90,
Cleared,01/28/2024,"AUSTIN BEER GARDEN BRE AUSTIN TX",9.12,
Cleared,01/28/2024,"BBQ FRANK & TEX MEXICA AUSTIN TX",11.40,
Cleared,01/28/2024,"THE CONTINENTAL CLUB AUSTIN TX",12.00,
Cleared,01/27/2024,"ALASKA AIR IN FLIGHT SEATAC WA",11.50,
Cleared,01/27/2024,"91280 - AUSTIN-BERGSTR AUSTIN TX",12.00,
Cleared,01/26/2024,"PARAMOUNT+ WEST HOLLYWOO CA",13.22,
Cleared,01/26/2024,"TST* KIDD VALLEY - 804 Seattle WA null XXXXXXXXXXXX2125",27.96,
Cleared,01/26/2024,"SAFEWAY #0423 SEATTLE WA null XXXXXXXXXXXX2125",8.58,
Cleared,01/26/2024,"ALASKA A0272359371323 SEATTLE WA",30.00,
Cleared,01/25/2024,"AUTOPAY 999990000092096RAUTOPAY AUTO-PMT",,-2900.30
Cleared,01/25/2024,"LITTLE RED HEN SEATTLE WA",8.59,
Cleared,01/25/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX2125",40.43,
Cleared,01/24/2024,"QFC #5891 SEATTLE WA null XXXXXXXXXXXX2125",39.05,
Cleared,01/24/2024,"ST SUBSCRIPTIONS 8886247323 WA",15.96,
Cleared,01/23/2024,"NORDSTROM RACK #0111 SEATTLE WA null XXXXXXXXXXXX2125",66.12,
Cleared,01/23/2024,"OFFICE DEPOT #907 SEATTLE WA null XXXXXXXXXXXX2125",65.43,
Cleared,01/21/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",137.63,
Cleared,01/20/2024,"76 - COALFIELD RENTON WA",48.66,
Cleared,01/20/2024,"TURO INC.* TRIP JAN 27 SAN FRANCISCO CA null XXXXXXXXXXXX8686",268.64,
Cleared,01/19/2024,"APPLE.COM/BILL CUPERTINO CA",11.01,
Cleared,01/18/2024,"MCMENAMINS CONCERTS 8005143849 NC",361.44,
Cleared,01/16/2024,"APPLE.COM/BILL 866-712-7753 CA null XXXXXXXXXXXX9835",14.32,
Cleared,01/16/2024,"BARTELL DRUG 06931 SEATTLE WA null XXXXXXXXXXXX2125",9.46,
Cleared,01/15/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",150.65,
Cleared,01/14/2024,"TCKTWEB*JESSEDANIELBRI 800-965-4827 CA",42.86,
Cleared,01/11/2024,"APPLE.COM/BILL CUPERTINO CA",9.99,
Cleared,01/11/2024,"LITTLE RED HEN SEATTLE WA",6.59,
Cleared,01/11/2024,"METROPOLITAN MKT 156 SEATTLE WA null XXXXXXXXXXXX2125",18.44,
Cleared,01/11/2024,"SDOT PAYBYPHONE PARKIN SEATTLE WA null XXXXXXXXXXXX2125",1.52,
Cleared,01/11/2024,"SHELL OIL10006032014 SEATTLE WA",66.50,
Cleared,01/10/2024,"THE TIN TABLE SEATTLE WA",15.00,
Cleared,01/08/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",288.89,
Cleared,01/06/2024,"REG THORNTON 14 1937 SEATTLE WA",28.34,
Cleared,01/03/2024,"FANDANGO 8003263264 CA",64.96,
Cleared,01/02/2024,"SAFEWAY #1550 SEATTLE WA null XXXXXXXXXXXX2125",16.07,
Cleared,01/01/2024,"BYT*KING COUNTY METRO SEATTLE WA",2.75,
Cleared,01/01/2024,"QFC #5807 SEATTLE WA null XXXXXXXXXXXX2125",100.22,
Cleared,01/01/2024,"LITTLE RED HEN SEATTLE WA",7.00,
